Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
LNCAP_Hypoxia_S1	0.1634941343007132	0.2077376011967796
LNCAP_Hypoxia_S2	0.18048506063257908	0.10282535316914615
LNCAP_Normoxia_S1	0.2047740673643822	0.6352772403766065
LNCAP_Normoxia_S2	0.20132070192566354	0.947688235178471
PC3_Hypoxia_S1	1.3437645993739202	19.576421554706677
PC3_Hypoxia_S2	1.0634750555367012	19.292074252831608
PC3_Normoxia_S1	1.7070499610085423	27.30589792831398
PC3_Normoxia_S2	1.897354544221316	29.8651085233931
