"","LNCAP_Hypoxia_S1","LNCAP_Hypoxia_S2","LNCAP_Normoxia_S1","LNCAP_Normoxia_S2","PC3_Hypoxia_S1","PC3_Hypoxia_S2","PC3_Normoxia_S1","PC3_Normoxia_S2"
"ENSG00000146409",275.874934076649,257.156839396009,301.957885669222,352.807470514033,452.788571341999,374.760132260704,308.408107583445,377.267868154091
"ENSG00000146410",121.709529739698,109.94044693444,159.545123988348,133.808686987639,162.344361713658,140.535049597764,215.885675308412,220.55659984393
"ENSG00000146411",1316.0857149186,1153.19507428229,1183.20377185989,939.672580003228,282.834317673014,291.880487626125,286.819540052604,345.925614492059
"ENSG00000146414",813.019658661184,843.663172183603,792.371756720653,620.424844489311,919.528611268766,854.02068601718,912.887998446997,920.533598295981
"ENSG00000146416",2056.62058697926,2002.04856799498,2086.40049725702,2111.68178693033,812.990123894178,792.761818243796,792.608836489454,823.02436468077
"ENSG00000146425",903.355176290205,922.933537355217,880.175113546455,967.208772823835,1894.8630968766,1754.88638856695,1668.48786202644,1751.68373244469
"ENSG00000146426",40.0289120032785,24.5360654102614,70.13560819622,73.1430121797384,168.685938343098,165.759289269157,166.54037809506,157.872092519866
"ENSG00000146433",843.852739528574,896.510082298013,1027.40635212631,913.857399233909,1220.11934350421,1408.95395878784,1387.8364841255,1478.89004316404
"ENSG00000146453",9.73676237917586,5.66216894082955,4.81847689897695,4.7327831410419,11.4148379329916,18.0173140509954,15.4204053791723,9.28659367763916
"ENSG00000146457",1924.6333636171,2038.38081869864,1664.51607543548,1553.64362930021,1814.95923134566,1819.74871915053,1455.68626779386,1506.74982419695
"ENSG00000146463",2969.71252564864,3191.57589298092,2991.73876794257,2439.53458270069,4668.66871459355,4295.3276697573,3454.17080493458,3638.02307321514
"ENSG00000146469",1.0818624865751,0,0,0,7.60989195532772,3.60346281019907,6.1681621516689,3.48247262911468
"ENSG00000146476",857.916951854051,791.28810948093,673.515993212555,683.672037374144,1155.43526188393,890.055314119171,878.963106612818,803.290353115787
"ENSG00000146477",505.770712473857,461.938616089344,928.895268858333,1393.58950853043,208.003713445624,162.155826458958,274.483215749266,253.059677715667
"ENSG00000146530",171.475204122153,157.597035519756,172.394395718953,166.077662949288,218.150236052728,281.070099195528,246.726486066756,236.808138779798
"ENSG00000146535",902.27331380363,969.174583705325,1128.59436700482,1156.08984545269,1466.17251672647,1416.16088440824,1458.77034886969,1431.29625056613
"ENSG00000146540",548.504280693573,525.166169261941,689.042196553703,1066.59721878572,583.425049908458,666.640619886829,909.803917371163,905.442883569818
"ENSG00000146555",54.6340555720423,46.241046350108,23.5569981727762,19.7916385898116,318.347146797876,414.398223172893,243.642404990922,234.486490360389
"ENSG00000146574",233.141365856933,208.556555987222,215.225301487637,185.008795513456,139.514685847675,133.328123977366,126.447324109212,152.067971471341
"ENSG00000146576",202.308284989543,226.486757633182,239.85307230463,290.851036667666,182.637406927865,223.414694232343,237.474242839253,280.919458748584
"ENSG00000146587",1441.58176336131,1408.46452403135,1150.54520621127,894.926266669741,1931.64424132735,1635.97211583038,1002.3263496462,1121.35618657493
"ENSG00000146592",168.770547905715,152.406713990662,87.2679705036936,111.865783333718,1126.2640093885,1344.09162820425,1279.8936464713,1326.82207169269
"ENSG00000146648",11074.485343826,9932.38801703851,1743.75325110755,1548.48059314635,7334.66752961003,6475.42266992774,2291.472239345,2404.06693829884
"ENSG00000146670",530.653549665084,548.286692436995,677.799083789424,631.181169809861,1976.03527773343,2003.52532247069,2109.51145587076,2026.79907014475
"ENSG00000146674",6804.37410931406,7989.3203755105,3331.7090824815,2498.04899244448,24533.0233486507,21253.2236545541,749.431701427771,897.317114101883
"ENSG00000146676",2151.28355455458,2149.26496045655,2015.72950273869,1680.99852109552,313.273885494324,306.294338866921,280.651377900935,372.624571315271
"ENSG00000146678",0,1.41554223520739,0,0,29.1712524954229,25.2242396713935,0,4.64329683881958
"ENSG00000146700",23.2600434613646,25.9516076454688,17.6677486295821,20.2218916026336,25.3663065177591,28.8277024815926,27.7567296825101,24.3773084038028
"ENSG00000146701",3326.72714621842,3274.62103744642,3932.94792220941,5000.40051501718,1963.35212447455,2425.13047126398,2436.42404990922,2167.25879951904
"ENSG00000146707",405.698432465661,434.099618796932,508.081619681014,417.775675450153,98.9285954192603,72.0692562039815,101.774675502537,114.921596760785
"ENSG00000146729",2514.24841880052,2361.12444832592,2550.58043852513,2151.26506410995,1795.93450145734,1744.07600013635,1104.10102514873,1226.99118965807
"ENSG00000146731",7687.17389835934,8058.21009762393,11348.0484834128,10018.0111505472,4962.91787019956,4612.43239705481,4567.52407331082,4806.97305238797
"ENSG00000146733",614.497892374654,572.350910435521,1057.38798616439,1181.90502622201,575.815157953131,659.433694266431,656.909269152738,600.14611641743
"ENSG00000146755",0,0.471847411735796,0.53538632210855,1.29075903846597,0,0,0,0
"ENSG00000146757",681.57336654231,717.679913250146,639.251268597608,475.859832181122,1842.8621685152,1704.43790922416,1520.45197038638,1649.53120199066
"ENSG00000146776",249.36930315556,220.824588692353,328.191815452541,297.304831859996,318.347146797876,356.742818209708,391.678296630975,407.449297606418
"ENSG00000146802",710.24272243655,751.652926895123,1154.29291046603,926.334736605746,487.033085140974,432.415537223889,441.023593844326,508.441003850744
"ENSG00000146826",193.653385096942,190.626354341262,188.455985382209,276.65268724454,279.02937169535,223.414694232343,348.501161569293,282.080282958289
"ENSG00000146828",252.073959371997,259.044229042952,270.370092664817,355.819241603786,258.736326481142,241.432008283338,305.324026507611,275.11533770006
"ENSG00000146830",1860.26254566588,1687.32634436721,1076.66189376029,1187.06806237587,743.232780970341,810.779132294792,1008.49451179787,857.849090971917
"ENSG00000146833",1056.43871814058,1160.27278545832,1210.50847428743,1082.51658026013,117.95332530758,126.121198356968,126.447324109212,143.942202003407
"ENSG00000146834",1294.4484651871,1454.23372296972,1419.30913990976,1486.52415929998,1336.8043534859,1333.28123977366,1440.26586241469,1321.01795064417
"ENSG00000146842",610.170442428354,581.787858670237,980.292355780754,838.993375002882,1463.6358860747,1653.98942988137,1643.81521341976,1697.12499458856
"ENSG00000146856",121.168598496411,109.94044693444,143.483534325091,120.901096602979,60.8791356426217,72.0692562039815,67.8497836683579,78.9360462599328
"ENSG00000146858",84.3852739528574,75.9674332894632,55.6801774992892,50.3396025001729,408.397534935921,529.709033099264,329.996675114286,277.43698611947
"ENSG00000146859",101.695073738059,113.243378816591,243.60077655939,225.452578718723,10.1465226071036,14.4138512407963,40.0930539858479,25.5381326135077
"ENSG00000146872",900.650520073767,926.708316649103,816.999527537647,734.441892887138,433.76384145368,374.760132260704,323.828512962617,344.764790282354
"ENSG00000146904",189.325935150642,162.78735704885,177.21287261793,237.499663077739,0,3.60346281019907,3.08408107583445,5.80412104852447
"ENSG00000146909",791.382408929682,740.8004364252,876.427409291696,831.248820772086,167.41762301721,151.345438028361,194.29710777757,174.123631455734
"ENSG00000146918",1750.99443452179,1878.89639353194,1496.9401566155,1226.6513395555,2397.11596592823,2133.24998363785,1656.1515377231,1608.90235465098
"ENSG00000146938",1038.0470558688,996.069886174266,697.60837770744,608.808013143117,986.749323540827,771.141041382602,965.317376736183,1029.65107400824
"ENSG00000146950",755.140015629417,743.631520895615,877.498181935913,841.574893079814,429.958895476016,450.432851274884,453.359918147664,568.803862755398
"ENSG00000146955",29.7512183808151,36.3322507036563,64.7817449751345,101.53971102599,1.26831532588795,3.60346281019907,0,1.16082420970489
"ENSG00000146963",1378.29280789667,1317.39797356634,1135.01900287012,1074.77202602933,107.806802700476,100.896958685574,135.699567336716,124.208190438424
"ENSG00000146966",1.0818624865751,0.471847411735796,3.2123179326513,4.7327831410419,479.423193185646,504.48479342787,468.780323526836,421.379188122877
"ENSG00000147003",11.3595561090385,10.8524904699233,22.4862255285591,26.6756867949634,774.940664117539,731.502950470412,336.164837265955,391.197758670549
"ENSG00000147010",575.550842857951,538.849744202279,687.436037587378,658.287109617646,8733.61933406444,7776.2727444096,6720.21266424327,7553.48313254975
"ENSG00000147027",661.558910540671,657.283444547964,418.672103888886,343.772157244771,279.02937169535,356.742818209708,209.717513156743,196.179291440127
"ENSG00000147036",26.5056309210898,16.5146594107529,6.96002218741114,6.88404820515185,0,0,0,3.48247262911468
"ENSG00000147041",25.4237684345147,30.1982343510909,31.5877930044044,18.9311325641676,17.7564145624313,10.8103884305972,9.25224322750335,8.12576946793426
"ENSG00000147044",1054.27499316743,1054.5789652295,1144.12057034597,1053.68962840106,1199.82629829,1102.65961992092,878.963106612818,879.90475095631
"ENSG00000147050",4939.78411370189,5147.85526203753,3290.48433567915,2896.89353533046,1440.80621020871,1340.48816539406,900.55167414366,1023.84695295972
"ENSG00000147059",0.540931243287548,0.471847411735796,1.0707726442171,2.58151807693195,0,0,0,0
"ENSG00000147065",2018.75539994913,1980.34358705514,2059.63118115159,2238.60642571282,27360.0982100549,27865.5779112694,17952.4359424323,19314.9540252797
"ENSG00000147082",113.595561090385,113.715226228327,74.9540850951969,66.2589639745866,59.6108203167338,54.0519421529861,77.1020268958613,71.9711010017035
"ENSG00000147099",628.021173456843,586.506332787594,533.244776820115,545.560820258284,552.985482087147,468.45016532588,465.696242451002,504.958531221629
"ENSG00000147100",213.126909855294,209.500250810693,137.594284781897,179.845759359592,2419.94564179421,2223.33655389283,1646.8992944956,1774.90021663878
"ENSG00000147113",0,2.35923705867898,12.3138854084966,8.60506025643982,0,0,0,1.16082420970489
"ENSG00000147118",397.584463816348,393.99258879939,298.745567736571,229.755108846943,498.447923073966,446.829388464685,410.182783085982,398.162703928779
"ENSG00000147119",8.11396864931322,7.54955858777274,9.10156747584534,5.59328916668588,88.7820728121567,86.4831074447778,104.858756578371,87.0618157278671
"ENSG00000147121",173.638929095303,148.631934696776,224.326868963482,208.672711218666,393.177751025265,425.208611603491,308.408107583445,289.045228216519
"ENSG00000147123",611.793236158216,626.141515373401,768.279372225769,1110.05277308074,976.602800933724,1041.40075214753,1261.38916001629,1007.59541402385
"ENSG00000147124",678.868710325872,712.017744309316,693.86067345268,588.155868527662,1160.50852318748,1055.81460338833,823.449647247798,953.036676167718
"ENSG00000147130",1745.04419084563,1546.71581566994,722.236148524433,660.868627694578,1221.3876588301,1423.36781002863,1051.67164685955,978.574808781226
"ENSG00000147133",1300.93964010655,1268.79769015756,1285.99794570474,1075.63253205498,455.325201993775,428.81207441369,610.648053015221,595.502819578611
"ENSG00000147140",13344.2328406605,12747.901522866,12422.5688318847,12764.31613139,2685.0235449048,2807.09752914508,2874.36356267771,3315.31394291718
"ENSG00000147144",332.672714621842,321.799934803813,188.455985382209,211.254229295598,109.075118026364,97.293495875375,89.4383511991991,70.8102767919986
"ENSG00000147145",0,0,0,0,3.80494597766386,0,3.08408107583445,4.64329683881958
"ENSG00000147155",991.526968946075,1090.43936852142,912.298292872968,982.697881285427,1133.87390134383,1012.57304966594,860.458620157812,847.401673084573
"ENSG00000147160",0.540931243287548,2.83108447041478,1.0707726442171,0.860506025643982,1.26831532588795,0,0,0
"ENSG00000147162",9079.53091858149,8527.69827230104,8628.82135342349,7540.18404970539,9128.0654004156,8133.01556261931,5261.44231537357,5465.16037929064
"ENSG00000147164",741.616734547228,789.872567245723,704.033013572743,710.777977181929,1636.12677039546,1607.14441334879,1798.01926721148,1607.74153044128
"ENSG00000147166",25.4237684345147,25.0079128219972,17.1323623074736,16.7798675000576,10.1465226071036,25.2242396713935,18.5044864550067,25.5381326135077
"ENSG00000147168",15.6870060553389,19.3457438811676,6.42463586530259,7.74455423079584,1.26831532588795,10.8103884305972,0,2.32164841940979
"ENSG00000147174",73.025717843819,75.9674332894632,84.5910388931508,83.4690844874662,148.392893128891,108.103884305972,86.3542701233646,75.4535736308181
"ENSG00000147180",245.582784452547,235.451858456162,317.48408901037,234.057638975163,98.9285954192603,86.4831074447778,55.5134593650201,84.7401673084573
"ENSG00000147202",884.422582775141,789.400719833987,885.528976767541,734.011639874316,1184.60651437935,1196.34965298609,737.095377124434,767.304802614935
"ENSG00000147206",0.540931243287548,3.77477929388637,7.49540850951969,9.03531326926181,0,0,0,0
"ENSG00000147224",1696.36037894975,1795.3794016547,2496.50641999217,2572.05251064986,2852.44116792201,2623.32092582493,3173.51942703365,3150.47690513908
"ENSG00000147231",51.9293993556046,44.8255041149006,82.9848799268252,61.9564338463667,107.806802700476,100.896958685574,191.213026701736,175.284455665439
"ENSG00000147234",82.7624802229948,63.2275531725967,99.0464695900817,112.726289359362,48.1959823837422,64.8623305835833,40.0930539858479,59.2020346949496
"ENSG00000147246",81.6806177364197,79.2703651716137,127.957330983943,80.4573133977123,0,0,0,0
"ENSG00000147251",25.4237684345147,28.3108447041478,38.5478151918156,30.5479639103614,62.1474509685097,50.448479342787,61.681621516689,74.2927494211132
"ENSG00000147255",15.1460748120513,19.3457438811676,18.2031349516907,16.3496144872357,36.7811444507506,36.0346281019907,27.7567296825101,39.4680231299664
"ENSG00000147257",70.3210616273812,51.4313678792018,70.13560819622,51.2001085258169,58.3425049908458,54.0519421529861,49.3452972133512,52.2370894367203
"ENSG00000147262",0,0,0.53538632210855,0.860506025643982,0,0,0,0
"ENSG00000147274",6768.67264725709,6782.80654370207,6395.18961758662,6085.06836034142,4418.81059539363,4378.20731439187,3546.69323720962,3720.44159210419
"ENSG00000147316",1008.83676873128,1024.85257829015,1145.19134299019,1041.21229102922,592.303257189674,594.571363682847,589.05948548438,547.90902698071
"ENSG00000147324",1033.17867467922,1024.38073087841,885.528976767541,814.468953272029,780.013925421091,666.640619886829,650.741107001069,587.377050110677
"ENSG00000147364",1188.42594150274,1216.42262745488,1201.94229313369,1059.71317058056,279.02937169535,270.259710764931,265.230972521763,263.507095603011
"ENSG00000147378",0.540931243287548,0,0.53538632210855,0.860506025643982,0,0,0,0
"ENSG00000147381",1559.504774398,1599.56272578435,1904.36914774011,1561.81843654383,0,0,0,0
