"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000116641",2056.12262072928,0.348671380631032,0.130817424994711,2.66532826682018,0.00769132039953403,0.0272648130594057
"ENSG00000186480",2587.05489077768,0.29511224778715,0.110725229762978,2.66526651982459,0.00769273288214173,0.0272648130594057
"ENSG00000160714",2651.03434835355,0.293358961125725,0.110094293657605,2.66461549803913,0.00770763937038623,0.0273107028567459
"ENSG00000183323",1195.77248626074,-0.363419804433047,0.136412527501803,-2.66412338432953,0.00771892450406848,0.0273437409451796
"ENSG00000166963",118.879163027605,0.727243366038036,0.273018296991324,2.6637165862226,0.00772826436026892,0.0273698729934543
"ENSG00000104408",11885.8784658708,-0.302850776372891,0.113699083689075,-2.66361668490728,0.00773055958676341,0.0273710493443987
"ENSG00000042753",1011.68462088278,-0.354731834462351,0.13321736705702,-2.66280472508151,0.00774923698324449,0.027419059874462
"ENSG00000104689",669.580405797316,-0.391732672286193,0.147107529199182,-2.66290022284169,0.00774703816557208,0.027419059874462
"ENSG00000186567",140.054626723928,0.686184251435969,0.257695577861772,2.66277076669137,0.00775001900346085,0.027419059874462
"ENSG00000082014",489.414958704782,0.488057914696499,0.183297995865415,2.66264730496481,0.00775286277207155,0.0274221627678827
"ENSG00000131462",2770.69064628,0.316788011440993,0.119005702817722,2.66195656124319,0.00776879034655539,0.0274715302566629
"ENSG00000065268",382.997246487314,-0.563638473956132,0.211748104748152,-2.66183479954407,0.00777160103708485,0.0274745013336902
"ENSG00000167397",732.477340623944,0.470742909554323,0.17686848291275,2.66154207805662,0.00777836181255917,0.0274844649651577
"ENSG00000183691",5.45273201400335,3.91242683396636,1.46993889343832,2.66162549438694,0.0077764346695098,0.0274844649651577
"ENSG00000168032",45.6331768986795,-1.2019193678012,0.451636299228984,-2.66125501837002,0.00778499693892808,0.0275009405420507
"ENSG00000113119",453.433019832804,-0.449820353271797,0.169047868341754,-2.66090520799956,0.00779308934583354,0.027522554394366
"ENSG00000075399",83.9726764612241,0.857145199817658,0.322190975523097,2.66036377470235,0.00780562956046327,0.0275598614741806
"ENSG00000141934",486.21967319793,0.441175325323622,0.165841969758833,2.66021517933716,0.00780907435941764,0.027565043998319
"ENSG00000104064",568.807554624059,-0.436644617954026,0.164173245482829,-2.65965758714134,0.00782201283930117,0.0275801657595799
"ENSG00000137714",397.935807458715,-0.446694344853788,0.167951908798628,-2.65965625546637,0.00782204376272614,0.0275801657595799
"ENSG00000166189",280.829313702324,-0.536035285673874,0.201542050661705,-2.65966970125568,0.00782173153702047,0.0275801657595799
"ENSG00000169598",282.269950952084,-0.507912260373887,0.190972862526297,-2.65960437339074,0.00782324862505477,0.0275801657595799
"ENSG00000175449",52.7484821405115,-1.09723335751094,0.412549332838077,-2.65964157537881,0.00782238466291645,0.0275801657595799
"ENSG00000114841",216.535276959267,-0.56513335148532,0.212497934578698,-2.65947691494397,0.00782620931057523,0.0275836290235972
"ENSG00000180694",971.132372656727,0.421199391125979,0.15847155786436,2.6578863538812,0.00786324038365289,0.0277071419432075
"ENSG00000112812",137.09685980876,-0.772545879156609,0.290814454186719,-2.65649065249209,0.00789586398924737,0.0278150660945114
"ENSG00000006283",13.7458956055635,2.11054793109181,0.794766186800766,2.65555828386153,0.00791772498737543,0.0278850314470764
"ENSG00000136875",1030.81675225568,-0.349376818711551,0.131572368846772,-2.65539658344552,0.0079215218450348,0.0278913583548788
"ENSG00000104325",856.339868728688,-0.37262615765773,0.140377141935492,-2.65446462664816,0.00794343675151112,0.0279526826418315
"ENSG00000197763",359.405841989608,0.472934565235545,0.178161838630566,2.65452225274918,0.00794208010406213,0.0279526826418315
"ENSG00000225663",134.342616535763,-0.900038893064998,0.339074297848736,-2.65440022666216,0.00794495311694602,0.0279526826418315
"ENSG00000167995",201.590844633879,-0.610791544963629,0.230129844227926,-2.65411705731955,0.00795162371354285,0.0279690942073481
"ENSG00000109610",153.792209027317,-0.654609239465872,0.246798609386316,-2.65240246326188,0.00799212150091813,0.0281044514722072
"ENSG00000132589",1164.27045824777,-0.464695778575872,0.175230749941481,-2.65190772014079,0.00800384135195924,0.0281385678190539
"ENSG00000176994",1548.1358664991,0.328101111010945,0.12373188693087,2.65171023532726,0.00800852381806958,0.0281479323406464
"ENSG00000140382",513.461909996103,0.446198530647817,0.168282551410284,2.65148422643032,0.00801388561457746,0.028154514467462
"ENSG00000205208",634.629739937568,0.438734297913878,0.16546888134755,2.65146107437787,0.00801443505137751,0.028154514467462
"ENSG00000110013",1504.95995544981,-0.332262840181093,0.12540404407574,-2.64953847884218,0.00806017931671402,0.0283080806581722
"ENSG00000150753",9506.89624277772,-0.278847612286606,0.105260840722384,-2.64911063195896,0.00807039080894561,0.0283330874801373
"ENSG00000187109",15379.1357892874,-0.266193618108144,0.100485690649146,-2.64906989630574,0.00807136365711148,0.0283330874801373
"ENSG00000151466",317.866834804014,-0.502784105709276,0.189809800647204,-2.64888379838612,0.00807580937994036,0.0283415580630527
"ENSG00000049541",817.256486968535,-0.365267560052488,0.13790212282961,-2.64874501245937,0.00807912628595666,0.028346063866405
"ENSG00000185201",92.4102862382682,-0.810001529805971,0.305851680607389,-2.64834748724413,0.00808863366686636,0.0283692231829902
"ENSG00000196118",86.4233139156144,0.836512580426853,0.315867888162379,2.64829889892709,0.00808979641221897,0.0283692231829902
"ENSG00000013016",391.013699014192,-0.506644070384335,0.191368708683348,-2.64747603654819,0.0081095107024244,0.0284312063675895
"ENSG00000162378",1005.52595233387,0.349643479612234,0.132078776250175,2.64723439706893,0.00811530810914381,0.0284443793277507
"ENSG00000136944",192.946592502514,-0.591650161899923,0.223513324091549,-2.64704649847894,0.00811981872989745,0.0284530365797839
"ENSG00000105141",2.71899232204406,5.94231350709848,2.24505739158059,2.64684258379466,0.00812471636593731,0.0284630452990613
"ENSG00000164323",4172.13158188012,0.369164239389433,0.139504070485338,2.64626141807261,0.00813868935253732,0.0285048343738829
"ENSG00000058799",792.857247697912,-0.361464042784398,0.13660050889036,-2.64613979640823,0.00814161622647739,0.0285079244213396
"ENSG00000066651",504.182117663687,0.463076352834666,0.175026042875813,2.64575685552826,0.0081508380060306,0.0285143941779424
"ENSG00000117114",59.8123104612135,1.01470721836678,0.383527325628892,2.64572339585689,0.00815164420808136,0.0285143941779424
"ENSG00000170689",175.46872438599,-0.620313908526463,0.23444428840365,-2.64589047039802,0.00814761930207725,0.0285143941779424
"ENSG00000179364",840.21946271819,0.366549278552317,0.138538056334075,2.64583817798345,0.00814887886019684,0.0285143941779424
"ENSG00000006042",564.370194258222,-0.427417290036636,0.161586947905727,-2.6451226140245,0.00816613204060693,0.0285579079614202
"ENSG00000135838",134.143912121201,-0.716265996578958,0.270857620731332,-2.6444373049021,0.00818268637985574,0.0286086249233522
"ENSG00000092208",297.885717039036,-0.4958889026,0.187548002230816,-2.64406390204951,0.00819171894075058,0.0286330251167925
"ENSG00000087884",100.079605673846,-0.820929301998744,0.310497594087295,-2.6439151788337,0.00819531901789516,0.028638429339978
"ENSG00000087995",440.763110928633,-0.439208602663376,0.166143921991582,-2.64354300415293,0.00820433429183542,0.0286627494440144
"ENSG00000100027",166.840272909734,0.645016673885124,0.244005916925445,2.64344685576705,0.00820666475868378,0.0286637091007836
"ENSG00000169188",706.234797422372,-0.376123827281686,0.142290641021371,-2.64334902550053,0.00820903659937422,0.0286648127485787
